,Price Range,Cuisine Style,URL_TA,Number of Reviews
8379,,,/Restaurant_Review-g187497-d9746017-Reviews-Bar_restaurante_La_iaia-Barcelona_Catalonia.html,7.0
8380,$,,/Restaurant_Review-g274772-d8559659-Reviews-Lodziarnia_U_Francesco-Krakow_Lesser_Poland_Province_Southern_Poland.html,18.0
8382,$$ - $$$,"['European', 'Czech']",/Restaurant_Review-g274707-d4767629-Reviews-Svejk_Na_Moste-Prague_Bohemia.html,24.0
8383,,,/Restaurant_Review-g190479-d8132560-Reviews-Studenterhytta_Cabin_Cafe-Oslo_Eastern_Norway.html,4.0
8384,$$ - $$$,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']",/Restaurant_Review-g187323-d7991223-Reviews-Natuerlicher_Lebensraum_Made_by_Antje_Menz-Berlin.html,29.0
8385,,"['German', 'Vegetarian Friendly']",/Restaurant_Review-g187323-d1342137-Reviews-PlatzHirsch-Berlin.html,21.0
8386,,,/Restaurant_Review-g187514-d11956813-Reviews-Kubos_Chicken-Madrid.html,3.0
8388,,,/Restaurant_Review-g187514-d7254358-Reviews-Rincon_del_Iberico-Madrid.html,7.0
8389,$,"['Italian', 'Pizza']",/Restaurant_Review-g187265-d7589420-Reviews-Domino_s_Pizza_Lyon_7_Sud-Lyon_Rhone_Auvergne_Rhone_Alpes.html,8.0
8392,$$ - $$$,,/Restaurant_Review-g186338-d12842221-Reviews-Caffe_Nero-London_England.html,6.0
8395,,,/Restaurant_Review-g187323-d5794466-Reviews-Asia_Imbiss-Berlin.html,2.0
8396,$$ - $$$,,/Restaurant_Review-g187331-d8726925-Reviews-Bacana_Cafe-Hamburg.html,7.0
8397,$,,/Restaurant_Review-g187497-d12419880-Reviews-Bar_El_Pont-Barcelona_Catalonia.html,9.0
8398,$,,/Restaurant_Review-g187791-d2225310-Reviews-Bar_San_Calisto-Rome_Lazio.html,650.0
8399,$$ - $$$,"['Cafe', 'Vietnamese', 'Vegetarian Friendly']",/Restaurant_Review-g187323-d12937090-Reviews-Noodle_Village-Berlin.html,18.0
8400,$$ - $$$,"['Seafood', 'Spanish']",/Restaurant_Review-g187514-d10163632-Reviews-Marisqueria_Portoson-Madrid.html,9.0
8401,$,"['Italian', 'Pizza', 'Seafood']",/Restaurant_Review-g187791-d3701368-Reviews-Er_Re-Rome_Lazio.html,89.0
8402,,,/Restaurant_Review-g187323-d5518815-Reviews-Hallo_Pizza-Berlin.html,2.0
8403,,"['Cafe', 'European']",/Restaurant_Review-g188644-d4150098-Reviews-Le_Beaulieu-Brussels.html,1.0
8404,$,"['Cafe', 'Spanish']",/Restaurant_Review-g187514-d7997450-Reviews-El_Barografo-Madrid.html,44.0
8405,$$ - $$$,"['American', 'Bar', 'Pub']",/Restaurant_Review-g274856-d5853459-Reviews-Chicago_s-Warsaw_Mazovia_Province_Central_Poland.html,45.0
8406,,,/Restaurant_Review-g188644-d10770156-Reviews-Taphyra-Brussels.html,2.0
8407,,,/Restaurant_Review-g187331-d1341340-Reviews-Imbiss_Johann_Bottcher-Hamburg.html,2.0
8408,$$ - $$$,"['Cafe', 'Spanish']",/Restaurant_Review-g187514-d11841817-Reviews-Cafe_El_Viejo_Madrid-Madrid.html,27.0
8409,,"['Bar', 'Pub']",/Restaurant_Review-g187323-d4405147-Reviews-Kudamm_Beach-Berlin.html,55.0
8411,,,/Restaurant_Review-g186338-d13000302-Reviews-Starbucks_Victoria_Palmer_Street-London_England.html,8.0
8412,,,/Restaurant_Review-g274707-d7124447-Reviews-Quick_Apetit-Prague_Bohemia.html,1.0
8413,$$ - $$$,,/Restaurant_Review-g187265-d8440529-Reviews-En_Voute_Et_Moi-Lyon_Rhone_Auvergne_Rhone_Alpes.html,41.0
8414,,"['Austrian', 'European']",/Restaurant_Review-g190454-d4603663-Reviews-Cafe_Girardi-Vienna.html,3.0
8415,,,/Restaurant_Review-g187497-d8658552-Reviews-Cena_de_Los_Sentidos-Barcelona_Catalonia.html,17.0
8416,,"['Mediterranean', 'European', 'Portuguese']",/Restaurant_Review-g189158-d739843-Reviews-Jardim_do_Marisco-Lisbon_Lisbon_District_Central_Portugal.html,19.0
8417,,,/Restaurant_Review-g187497-d1997799-Reviews-Piadineria_Pulcinella-Barcelona_Catalonia.html,5.0
8418,$$ - $$$,,/Restaurant_Review-g187791-d8821440-Reviews-Volta_Pagina_Caffetteria-Rome_Lazio.html,7.0
8420,,"['Mediterranean', 'Turkish', 'Middle Eastern']",/Restaurant_Review-g186338-d6482168-Reviews-Sultana_Restaurant-London_England.html,1.0
8421,$,"['Steakhouse', 'Greek']",/Restaurant_Review-g189400-d10424517-Reviews-Guro_Apo_Ton_Platano-Athens_Attica.html,12.0
8422,$$ - $$$,,/Restaurant_Review-g187147-d4491314-Reviews-Jujube-Paris_Ile_de_France.html,9.0
8423,$,"['Italian', 'Pizza']",/Restaurant_Review-g187849-d1625410-Reviews-Al_Parco_Verde-Milan_Lombardy.html,14.0
8424,$$ - $$$,"['American', 'Brew Pub', 'European']",/Restaurant_Review-g187265-d12874599-Reviews-Hopstore-Lyon_Rhone_Auvergne_Rhone_Alpes.html,81.0
8425,,,/Restaurant_Review-g187147-d10042180-Reviews-La_Demesure-Paris_Ile_de_France.html,89.0
8426,,,/Restaurant_Review-g274856-d753435-Reviews-Czarny_Kot-Warsaw_Mazovia_Province_Central_Poland.html,8.0
8427,$,"['Cafe', 'Spanish', 'Vegetarian Friendly']",/Restaurant_Review-g187514-d12828008-Reviews-Rodilla-Madrid.html,48.0
8428,$$ - $$$,"['Bar', 'Pub']",/Restaurant_Review-g188590-d6458891-Reviews-Juggle_Juice_Bar-Amsterdam_North_Holland_Province.html,17.0
8430,,,/Restaurant_Review-g187147-d4890672-Reviews-Le_Biarritz-Paris_Ile_de_France.html,38.0
8431,,,/Restaurant_Review-g187331-d1503550-Reviews-Blue_Marlin-Hamburg.html,23.0
8432,,"['Healthy', 'Hungarian']",/Restaurant_Review-g274887-d12914836-Reviews-Bodon_Eatery-Budapest_Central_Hungary.html,6.0
8433,,,/Restaurant_Review-g189852-d10729429-Reviews-Panini_Garnisonen-Stockholm.html,8.0
8434,,,/Restaurant_Review-g187147-d1998002-Reviews-Sushi4you-Paris_Ile_de_France.html,6.0
8435,$,"['Cafe', 'Fast Food', 'Vegetarian Friendly']",/Restaurant_Review-g186338-d8813464-Reviews-Pret_A_Manger-London_England.html,23.0
8436,,,/Restaurant_Review-g187497-d10794278-Reviews-Enrique_Tomas-Barcelona_Catalonia.html,12.0
8437,$$ - $$$,"['Quick Bites', 'Cafe', 'British']",/Restaurant_Review-g186338-d7589832-Reviews-ProvenDough_Deli_Bar-London_England.html,52.0
8438,$$ - $$$,,/Restaurant_Review-g187514-d12880252-Reviews-Txakolina-Madrid.html,37.0
8439,$,,/Restaurant_Review-g187791-d10678443-Reviews-Gelataus-Rome_Lazio.html,48.0
8440,,,/Restaurant_Review-g187791-d8340799-Reviews-Il_Baretto-Rome_Lazio.html,9.0
8441,,"['American', 'Fast Food']",/Restaurant_Review-g274707-d4768223-Reviews-KFC_Nove_Butovice-Prague_Bohemia.html,12.0
8442,$,"['Chinese', 'Asian', 'Vegetarian Friendly']",/Restaurant_Review-g187147-d8547155-Reviews-Maison_Nouilles-Paris_Ile_de_France.html,51.0
8445,,,/Restaurant_Review-g274772-d12829137-Reviews-Bar_Na_Zolto_i_Na_Niebiesko-Krakow_Lesser_Poland_Province_Southern_Poland.html,3.0
8446,$$ - $$$,"['Mediterranean', 'Greek']",/Restaurant_Review-g189400-d9599232-Reviews-Metaxou-Athens_Attica.html,57.0
8447,,,/Restaurant_Review-g187147-d3680629-Reviews-Le_Carre_des_Saveurs-Paris_Ile_de_France.html,1.0
8449,,"['Middle Eastern', 'Persian']",/Restaurant_Review-g187331-d13200350-Reviews-Padideh-Hamburg.html,3.0
8450,$$$$,"['French', 'European']",/Restaurant_Review-g187147-d12059135-Reviews-Restaurant_De_L_unesco-Paris_Ile_de_France.html,14.0
8451,$$ - $$$,"['Italian', 'Pizza', 'Seafood']",/Restaurant_Review-g187791-d5850867-Reviews-Laghi_del_Salice-Rome_Lazio.html,120.0
8452,$,"['Fast Food', 'Turkish']",/Restaurant_Review-g187265-d8415245-Reviews-Kebab_Jean_Moulin-Lyon_Rhone_Auvergne_Rhone_Alpes.html,18.0
8454,,,/Restaurant_Review-g190454-d1478090-Reviews-Aspava_Restaurant-Vienna.html,3.0
8455,,,/Restaurant_Review-g187514-d11491888-Reviews-The_Hotel-Madrid.html,3.0
8456,$$ - $$$,"['Mediterranean', 'European', 'Spanish']",/Restaurant_Review-g187497-d12296373-Reviews-La_Gormanda-Barcelona_Catalonia.html,184.0
8457,$$$$,"['European', 'Scandinavian', 'Norwegian']",/Restaurant_Review-g190479-d12351075-Reviews-Thief_Foodbar-Oslo_Eastern_Norway.html,58.0
8459,,,/Restaurant_Review-g274772-d4306998-Reviews-Gruby_Benek-Krakow_Lesser_Poland_Province_Southern_Poland.html,6.0
8460,,"['Chinese', 'Asian']",/Restaurant_Review-g190454-d3975066-Reviews-Royal_Teppanyaki-Vienna.html,7.0
8461,,,/Restaurant_Review-g227102-d10428285-Reviews-Basilico_Restaurant-Opfikon_Zurich.html,12.0
8462,,"['European', 'Portuguese']",/Restaurant_Review-g189158-d8461907-Reviews-2_a_Esquina_Iguarias_Et_Petiscos-Lisbon_Lisbon_District_Central_Portugal.html,14.0
8464,$$ - $$$,"['Mediterranean', 'Spanish']",/Restaurant_Review-g187514-d7621774-Reviews-Taberna_El_Desafio-Madrid.html,17.0
8465,,,/Restaurant_Review-g188590-d12378267-Reviews-Van_Velze_s_Chocolaterie-Amsterdam_North_Holland_Province.html,1.0
8466,,,/Restaurant_Review-g189180-d9461411-Reviews-Dom_Bravo_Cafe-Porto_Porto_District_Northern_Portugal.html,4.0
8467,,,/Restaurant_Review-g186525-d8504406-Reviews-Fresco-Edinburgh_Scotland.html,8.0
8468,,,/Restaurant_Review-g187147-d10547960-Reviews-Lavomatic-Paris_Ile_de_France.html,150.0
8469,,,/Restaurant_Review-g274887-d8065349-Reviews-Grill_Land-Budapest_Central_Hungary.html,1.0
8470,$$ - $$$,"['Mediterranean', 'Spanish']",/Restaurant_Review-g187514-d11660783-Reviews-Terraza_Moscardo-Madrid.html,8.0
8472,,,/Restaurant_Review-g187331-d2703647-Reviews-Portobello-Hamburg.html,5.0
8473,$$ - $$$,"['Cafe', 'British', 'Deli']",/Restaurant_Review-g186338-d13006998-Reviews-Bokado-London_England.html,50.0
8474,$$ - $$$,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",/Restaurant_Review-g187147-d12287051-Reviews-Pho_18-Paris_Ile_de_France.html,56.0
8475,$,"['Cafe', 'Fast Food', 'Vegetarian Friendly']",/Restaurant_Review-g186525-d4115691-Reviews-Belly_Buster-Edinburgh_Scotland.html,23.0
8476,$$ - $$$,"['American', 'Vegetarian Friendly', 'Vegan Options']",/Restaurant_Review-g190454-d9856265-Reviews-Weinschenke_Am_Karmelitermarkt-Vienna.html,49.0
8477,,,/Restaurant_Review-g187265-d7697976-Reviews-Le_Tasse_Livre-Lyon_Rhone_Auvergne_Rhone_Alpes.html,22.0
8479,$,"['Greek', 'Vegetarian Friendly']",/Restaurant_Review-g189400-d12597486-Reviews-Pezodromos-Athens_Attica.html,37.0
8480,$$ - $$$,"['Asian', 'Thai']",/Restaurant_Review-g186338-d12936715-Reviews-Khobkhun_Thai_Cuisine-London_England.html,12.0
8481,,,/Restaurant_Review-g1136493-d8390660-Reviews-Le_Tavernier-Ixelles_Brussels.html,33.0
8482,,"['Italian', 'Pizza']",/Restaurant_Review-g187147-d2719664-Reviews-Pizzeria_San_Remo-Paris_Ile_de_France.html,16.0
8483,,,/Restaurant_Review-g187849-d8338528-Reviews-Bar_Tavola_Fredda-Milan_Lombardy.html,2.0
8484,,,/Restaurant_Review-g187331-d1356236-Reviews-Dinner_Tiffany_s-Hamburg.html,2.0
8485,$,"['Quick Bites', 'Fast Food']",/Restaurant_Review-g274887-d10518062-Reviews-Astoria_Burger_King-Budapest_Central_Hungary.html,40.0
8486,$,,/Restaurant_Review-g187514-d5487645-Reviews-McDonald_s-Madrid.html,44.0
8487,$,,/Restaurant_Review-g190454-d12826203-Reviews-Restaurant_Chen-Vienna.html,9.0
8488,$,"['European', 'Portuguese']",/Restaurant_Review-g189158-d10131652-Reviews-Rosa_Doce-Lisbon_Lisbon_District_Central_Portugal.html,21.0
8489,,,/Restaurant_Review-g187147-d11857377-Reviews-Jinlan-Paris_Ile_de_France.html,2.0
8490,,,/Restaurant_Review-g274856-d7080916-Reviews-Sandzak_Kebap-Warsaw_Mazovia_Province_Central_Poland.html,7.0
8491,,,/Restaurant_Review-g187147-d7699807-Reviews-Le_Saint_Georges-Paris_Ile_de_France.html,19.0
8492,,,/Restaurant_Review-g274887-d8359838-Reviews-Tesla-Budapest_Central_Hungary.html,23.0
8493,,,/Restaurant_Review-g187514-d6509036-Reviews-Restaueante_El_Hayedo-Madrid.html,10.0
8494,$$ - $$$,"['Cafe', 'Deli']",/Restaurant_Review-g186338-d10157986-Reviews-Pistachio_and_Pickle_Dairy-London_England.html,14.0
8495,$$$$,,/Restaurant_Review-g187791-d9974845-Reviews-Lo_Chef_Della_Porta_Accanto-Rome_Lazio.html,8.0
8496,,,/Restaurant_Review-g188057-d4597732-Reviews-Coop_Restaurant_Vernier_Blandonnet_Centre-Geneva.html,26.0
8497,$$ - $$$,"['Japanese', 'Sushi', 'Asian']",/Restaurant_Review-g187147-d7068598-Reviews-Better_Meiko-Paris_Ile_de_France.html,16.0
8498,$$ - $$$,,/Restaurant_Review-g274887-d8077111-Reviews-Tortavar-Budapest_Central_Hungary.html,13.0
8499,,,/Restaurant_Review-g189541-d1012320-Reviews-Kulinaris-Copenhagen_Zealand.html,6.0
8500,,,/Restaurant_Review-g186338-d13112133-Reviews-Dessa_Cafe-London_England.html,4.0
8501,$$ - $$$,,/Restaurant_Review-g189934-d6673563-Reviews-Leijuva_Lahna-Helsinki_Uusimaa.html,9.0
8502,,,/Restaurant_Review-g186338-d4911777-Reviews-Indian_Rasoi-London_England.html,4.0
8503,,,/Restaurant_Review-g274887-d1062383-Reviews-Sello-Budapest_Central_Hungary.html,1.0
8504,,,/Restaurant_Review-g189852-d7160626-Reviews-Sultan_Pizza_Kebab-Stockholm.html,15.0
8505,$$ - $$$,,/Restaurant_Review-g188057-d10400208-Reviews-Valmandin-Geneva.html,7.0
8506,,,/Restaurant_Review-g186338-d5220246-Reviews-Pizza_Man-London_England.html,5.0
8507,$,,/Restaurant_Review-g186338-d4911067-Reviews-Delight_Kebab_House-London_England.html,9.0
8508,$$ - $$$,"['Japanese', 'Sushi', 'Asian']",/Restaurant_Review-g187265-d12320197-Reviews-Sushimasa_Gerland-Lyon_Rhone_Auvergne_Rhone_Alpes.html,35.0
8509,,"['European', 'Czech']",/Restaurant_Review-g274924-d5229250-Reviews-Sramek_Denny_Bar-Bratislava_Bratislava_Region.html,8.0
8510,$$ - $$$,,/Restaurant_Review-g187514-d3840838-Reviews-Complejo_Los_Pradillos-Madrid.html,13.0
8511,$$ - $$$,,/Restaurant_Review-g187514-d11925699-Reviews-Don_Bacalao-Madrid.html,10.0
8512,$$ - $$$,,/Restaurant_Review-g186338-d10455361-Reviews-Sangria_Tapas_Grill-London_England.html,7.0
8514,,,/Restaurant_Review-g189852-d10065452-Reviews-Dolly_s_Steaks_Burgers-Stockholm.html,5.0
8516,$,"['Quick Bites', 'Fast Food']",/Restaurant_Review-g187323-d8562839-Reviews-McDonald_s-Berlin.html,50.0
8517,,,/Restaurant_Review-g187497-d7902600-Reviews-Bar_la_Cava-Barcelona_Catalonia.html,5.0
8518,,,/Restaurant_Review-g187497-d7990861-Reviews-Tino-Barcelona_Catalonia.html,3.0
8519,$$ - $$$,,/Restaurant_Review-g187514-d3730709-Reviews-Parrilla_El_Alto-Madrid.html,42.0
8520,,,/Restaurant_Review-g190454-d10803127-Reviews-3_Maderl_Haus-Vienna.html,5.0
8521,$$ - $$$,,/Restaurant_Review-g187265-d4123752-Reviews-L_Ethic_Cafe-Lyon_Rhone_Auvergne_Rhone_Alpes.html,69.0
8522,,,/Restaurant_Review-g187514-d5487212-Reviews-Telepizza-Madrid.html,1.0
8523,,,/Restaurant_Review-g190454-d11871561-Reviews-Markterei_Markthalle-Vienna.html,10.0
8524,,,/Restaurant_Review-g189934-d3746368-Reviews-Bambu-Helsinki_Uusimaa.html,2.0
8525,,,/Restaurant_Review-g189400-d4082285-Reviews-Vintage_Shopping_Bar-Athens_Attica.html,1.0
8526,$,,/Restaurant_Review-g187514-d2417565-Reviews-Cafeteria_Dos_Passos-Madrid.html,16.0
8527,,"['Polish', 'European']",/Restaurant_Review-g274856-d7646600-Reviews-Andy_Williams-Warsaw_Mazovia_Province_Central_Poland.html,3.0
8528,,,/Restaurant_Review-g274856-d10071183-Reviews-Fire_Burger-Warsaw_Mazovia_Province_Central_Poland.html,31.0
8529,,,/Restaurant_Review-g187309-d7133681-Reviews-Cafe_Dupont-Munich_Upper_Bavaria_Bavaria.html,11.0
8530,,,/Restaurant_Review-g274707-d4768051-Reviews-Na_Krus-Prague_Bohemia.html,4.0
8531,$,"['Italian', 'Pizza']",/Restaurant_Review-g187265-d7045733-Reviews-Le_Comptoir_de_la_Pizza-Lyon_Rhone_Auvergne_Rhone_Alpes.html,27.0
8532,,,/Restaurant_Review-g187497-d8737537-Reviews-Bar_Simpatia-Barcelona_Catalonia.html,1.0
8534,,,/Restaurant_Review-g187323-d1345006-Reviews-Zwolf_uhr_mittags-Berlin.html,5.0
8535,,,/Restaurant_Review-g188113-d4542138-Reviews-Don_Quijote-Zurich.html,4.0
8536,$$ - $$$,,/Restaurant_Review-g187147-d7932689-Reviews-Kisoro-Paris_Ile_de_France.html,8.0
8537,,,/Restaurant_Review-g186338-d9718684-Reviews-The_Cosy_Kettle-London_England.html,2.0
8538,$$ - $$$,,/Restaurant_Review-g187497-d9825439-Reviews-Taj_Mahal-Barcelona_Catalonia.html,6.0
8539,,,/Restaurant_Review-g190454-d12838973-Reviews-Kaesehuette-Vienna.html,10.0
8540,,,/Restaurant_Review-g274856-d11824195-Reviews-Bar_Piotrus-Warsaw_Mazovia_Province_Central_Poland.html,7.0
8541,$$ - $$$,"['French', 'Belgian', 'European']",/Restaurant_Review-g950780-d4844367-Reviews-Le_Roi_Vainqueur-Etterbeek_Brussels.html,18.0
8542,,"['Italian', 'Pizza']",/Restaurant_Review-g187323-d12950404-Reviews-Milano_Restaurant_Pizza-Berlin.html,3.0
8544,$$ - $$$,"['Italian', 'Seafood']",/Restaurant_Review-g187791-d5872669-Reviews-Vecchio_Tevere_Rossana_Bufoli-Rome_Lazio.html,12.0
8545,,,/Restaurant_Review-g187323-d2036654-Reviews-Ristorante_Rossini-Berlin.html,3.0
8547,,,/Restaurant_Review-g187323-d6784109-Reviews-Hotel_Zur_Alten_Feuerwache-Berlin.html,1.0
8548,,"['European', 'Czech']",/Restaurant_Review-g274707-d7124458-Reviews-U_Spartana-Prague_Bohemia.html,4.0
8549,$$ - $$$,"['Chinese', 'Asian']",/Restaurant_Review-g188057-d6720236-Reviews-Ming_Wah_Restaurant-Geneva.html,33.0
8550,,,/Restaurant_Review-g187147-d2318016-Reviews-Vera_e_Andrea-Paris_Ile_de_France.html,3.0
8551,$$ - $$$,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']",/Restaurant_Review-g187497-d9751117-Reviews-Cantina_Marina_Seca-Barcelona_Catalonia.html,32.0
8552,$$ - $$$,"['Cafe', 'Vegetarian Friendly']",/Restaurant_Review-g187309-d1357378-Reviews-Cafe_Romanplatz-Munich_Upper_Bavaria_Bavaria.html,29.0
8553,,,/Restaurant_Review-g187497-d12359883-Reviews-Enigma_Concept-Barcelona_Catalonia.html,202.0
8554,,"['Szechuan', 'NorthEastern Chinese']",/Restaurant_Review-g186525-d6678681-Reviews-Szechuan_Kitchen_Chinese_Restaurant-Edinburgh_Scotland.html,8.0
8555,$,"['Italian', 'Bar', 'Pizza']",/Restaurant_Review-g187147-d10777866-Reviews-Enza_Famiglia_Pizze_Vino-Paris_Ile_de_France.html,45.0
8556,$$ - $$$,"['Mediterranean', 'European']",/Restaurant_Review-g187514-d12669290-Reviews-Restaurante_Ginger-Madrid.html,122.0
8557,,,/Restaurant_Review-g187309-d6977036-Reviews-Emilo-Munich_Upper_Bavaria_Bavaria.html,19.0
8558,,"['Chinese', 'Greek']",/Restaurant_Review-g187514-d5444739-Reviews-Restaurante_Oriente_Europa-Madrid.html,8.0
8559,$$ - $$$,"['Brew Pub', 'Pub']",/Restaurant_Review-g274856-d10741476-Reviews-Wynurzenie_Floating_Bar_more-Warsaw_Mazovia_Province_Central_Poland.html,9.0
8560,$,"['Brew Pub', 'Pizza', 'Deli']",/Restaurant_Review-g187514-d11446979-Reviews-Panadario-Madrid.html,18.0
8561,,,/Restaurant_Review-g186338-d10468866-Reviews-Alfreds-London_England.html,3.0
8563,$,,/Restaurant_Review-g187147-d1122565-Reviews-New_York_Cafe-Paris_Ile_de_France.html,96.0
8564,$,"['Italian', 'European']",/Restaurant_Review-g187147-d5873331-Reviews-Casa_da_Naktel-Paris_Ile_de_France.html,55.0
8565,$$ - $$$,"['Bar', 'British', 'Pub']",/Restaurant_Review-g186338-d8116993-Reviews-The_Holly_Tree-London_England.html,40.0
8566,,,/Restaurant_Review-g187309-d718284-Reviews-Punjabi-Munich_Upper_Bavaria_Bavaria.html,1.0
8568,,,/Restaurant_Review-g187497-d8434225-Reviews-K_De_Cafe-Barcelona_Catalonia.html,5.0
8569,,,/Restaurant_Review-g187514-d12092255-Reviews-Restaurante_El_Cortijo-Madrid.html,2.0
8570,,,/Restaurant_Review-g187331-d10831212-Reviews-Braaker_Muhle_Brot_und_Backwaren_Filiale_Oldenfelde-Hamburg.html,11.0
8571,$$ - $$$,"['Dessert', 'Cafe']",/Restaurant_Review-g187514-d10270558-Reviews-Bajo_Cero-Madrid.html,18.0
8573,$,"['Cafe', 'European']",/Restaurant_Review-g187849-d3984250-Reviews-Nuovo_Bar_delle_Ore-Milan_Lombardy.html,26.0
8575,$$ - $$$,"['Mediterranean', 'Spanish']",/Restaurant_Review-g187514-d8262713-Reviews-CarlosArroces-Madrid.html,31.0
8576,,,/Restaurant_Review-g187323-d1408229-Reviews-Scusi-Berlin.html,2.0
8579,$$ - $$$,"['Japanese', 'Sushi', 'Asian']",/Restaurant_Review-g187147-d1335347-Reviews-Matsusaka-Paris_Ile_de_France.html,28.0
8580,$$ - $$$,"['Italian', 'French']",/Restaurant_Review-g187147-d4451894-Reviews-Don_Diego-Paris_Ile_de_France.html,94.0
8581,,,/Restaurant_Review-g274707-d7599086-Reviews-Cukrarna_Bruno-Prague_Bohemia.html,7.0
8582,$,"['Italian', 'Bar', 'Pub']",/Restaurant_Review-g187849-d8864193-Reviews-Hollywood_Bar-Milan_Lombardy.html,16.0
8583,,,/Restaurant_Review-g187514-d5616643-Reviews-Lira-Madrid.html,6.0
8584,,,/Restaurant_Review-g274873-d10194262-Reviews-Okrepcevalnica_Bistro_Avia_Radomir_Masovic_S_p-Ljubljana_Upper_Carniola_Region.html,1.0
8585,$$$$,"['Italian', 'Seafood', 'Mediterranean']",/Restaurant_Review-g187849-d13004222-Reviews-Alessandro_Borghese_Il_Lusso_della_Semplicita-Milan_Lombardy.html,1723.0
8586,$$ - $$$,"['Indian', 'Vegetarian Friendly']",/Restaurant_Review-g187323-d8448007-Reviews-Tandoori_Mahal-Berlin.html,18.0
8587,,,/Restaurant_Review-g187514-d12438345-Reviews-El_Galon-Madrid.html,4.0
8589,$$ - $$$,,/Restaurant_Review-g188590-d12615033-Reviews-Ristorante_Santa_Vergine-Amsterdam_North_Holland_Province.html,65.0
8590,,"['Austrian', 'European']",/Restaurant_Review-g190454-d7191041-Reviews-Restaurant_Panorama-Vienna.html,2.0
8591,$$ - $$$,"['Mexican', 'Mediterranean', 'European']",/Restaurant_Review-g189400-d12422986-Reviews-Los_Gatos-Athens_Attica.html,105.0
8592,,,/Restaurant_Review-g186338-d12090531-Reviews-BBQ_Express-London_England.html,1.0
8593,,,/Restaurant_Review-g274856-d12191435-Reviews-Wine_People-Warsaw_Mazovia_Province_Central_Poland.html,12.0
8594,$$ - $$$,,/Restaurant_Review-g187791-d10029815-Reviews-Arduini_Dolci_di_Sezze-Rome_Lazio.html,19.0
8595,,,/Restaurant_Review-g187323-d10522276-Reviews-Backerei_Backelfe-Berlin.html,9.0
8596,,"['Caribbean', 'African', 'Vegetarian Friendly']",/Restaurant_Review-g187323-d7819987-Reviews-Cafe_Futuro-Berlin.html,1.0
8597,,,/Restaurant_Review-g187849-d5872758-Reviews-La_Stuzzicheria_Bar_Caffetteria-Milan_Lombardy.html,7.0
8598,$$ - $$$,"['Bar', 'International', 'Mediterranean']",/Restaurant_Review-g187514-d5866641-Reviews-Fenix_Cafeteria-Madrid.html,18.0
8599,$$ - $$$,"['Mediterranean', 'Spanish']",/Restaurant_Review-g187514-d11711212-Reviews-La_Consentida_Bar_Terraza-Madrid.html,70.0
8600,$,,/Restaurant_Review-g187849-d9802657-Reviews-Il_Buffet_Magazine-Milan_Lombardy.html,8.0
8601,$,"['Fast Food', 'Turkish', 'Middle Eastern']",/Restaurant_Review-g189180-d12971689-Reviews-Estambul_Donar_Kebap_Pizza-Porto_Porto_District_Northern_Portugal.html,64.0
